Benchmark,Company,System,"Max-jOPS	","Critical-jOPS	",JVM,JVM Vendor  ,# of nodes,# cores,# chips,# cores per chip,# of threads per core ,Total # of threads ,Processor,CPU Speed,CPU Characteristics ,Primary Cache,Secondary Cache,Tertiary Cache,Memory (GB),DIMMS ,Memory Details,"Disk 	","File System 	",Operating System,OS Vendor,"NICs	","PSU	","Form factor	","Enclosure	",Hardware Availability,OS Availability,JVM Availability,SW Availability,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosure URL,Disclosures
JBB2015MULTI,ASUSTeK Computer Inc.,RS520A-E12-RS12U,409542,190568,"Oracle Java SE 19 Java HotSpot 64-bit Server VM, version 19",Oracle,1,96,1,96,2,192,AMD EPYC 9654,2400,"96 Core, 2.40 GHz, 384 MB L3 Cache (Max Boost Clock up to 3.70 GHz)",32 KB(I) + 32 KB(D) per core,1 MB (I+D) per core,384 MB (I+D) per chip,768,12 x 64 GB,64 GB 2Rx4 PC5-4800B-R,1 x 3.84 TB PCIE NVME SSD,xfs,SUSE Linux Enterprise Server 15 SP4 ,SUSE,1 x 1 GbE NIC,2 x 1600W,2U,None,Nov-22,Jun-22,Sep-22,Sep-22,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Nov-22,Oct-22,"http://www.spec.org/jbb2015/results/res2022q4/jbb2015-20221019-00857.html""<A HREF=""""/jbb2015/results/res2022q4/jbb2015-20221019-00857.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS520A-E12-RS12U,336447,318895,"Oracle Java SE 19 Java HotSpot 64-bit Server VM, version 19",Oracle,1,96,1,96,2,192,AMD EPYC 9654,2400,"96 Core, 2.40 GHz, 384 MB L3 Cache (Max Boost Clock up to 3.70 GHz)",32 KB(I) + 32 KB(D) per core,1 MB (I+D) per core,384 MB (I+D) per chip,768,12 x 64 GB,64 GB 2Rx4 PC5-4800B-R,1 x 3.84 TB PCIE NVME SSD,xfs,SUSE Linux Enterprise Server 15 SP4 ,SUSE,1 x 1 GbE NIC,2 x 1600W,2U,None,Nov-22,Jun-22,Sep-22,Sep-22,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Nov-22,Oct-22,"http://www.spec.org/jbb2015/results/res2022q4/jbb2015-20221019-00862.html""<A HREF=""""/jbb2015/results/res2022q4/jbb2015-20221019-00862.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS700-E10-RS12U,269094,213195,"Oracle Java SE 16.0.1 Java HotSpot 64-bit Server VM, version 16.0.1",Oracle,1,80,2,40,2,160,Intel Xeon Platinum 8380,2300,"40 Core, 2.3 GHz, 60 MB L3 Cache (Turbo Boost Technology up to 3.4 GHz)",32 KB (I) +48 KB (D) on chip per core,1.25 MB (I+D) per core,60 MB (I+D) on chip per chip,1024,16 x 64 GB,64 GB 2Rx4 PC4-3200AA-R,1 x 1 TB SATA SSD,btrfs,Red Hat Enterprise Linux release 8.2 (Ootpa) ,Red Hat,1 x 4 ports Intel I350 GbE,2 x 1600,2U,None,Jul-21,Apr-20,Apr-21,Apr-21,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Aug-21,Aug-21,"http://www.spec.org/jbb2015/results/res2021q3/jbb2015-20210810-00701.html""<A HREF=""""/jbb2015/results/res2021q3/jbb2015-20210810-00701.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS700-E10-RS12U,282719,148229,"Oracle Java SE 16.0.1 Java HotSpot 64-bit Server VM, version 16.0.1",Oracle,1,80,2,40,2,160,Intel Xeon Platinum 8380,2300,"40 Core, 2.3 GHz, 60 MB L3 Cache (Turbo Boost Technology up to 3.4 GHz)",32 KB(I)+48 KB(D)on chip per core,1.25MB (I+D) per core,60MB (I+D) on chip per chip,1024,16 x 64 GB,64 GB 2Rx4 PC4-3200AA-R,1 x 1 TB SATA SSD,xfs,SUSE Linux Enterprise Server 15 SP2 ,SUSE,1 x 1 GbE NIC,2 x 1600W,1U,None,May-21,Jul-20,Apr-21,Apr-21,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Jun-21,Jun-21,"http://www.spec.org/jbb2015/results/res2021q2/jbb2015-20210601-00655.html""<A HREF=""""/jbb2015/results/res2021q2/jbb2015-20210601-00655.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS700A-E11-RS12U,339338,313824,"Oracle Java SE 16.0.1 Java HotSpot 64-bit Server VM, version 16.0.1",Oracle,1,128,2,64,2,256,AMD EPYC 7763,2450,"64 Core, 2.45 GHz, 256 MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB(I) + 32 KB(D) per core,512 KB (I+D) per core,256 MB (I+D) per chip,1024,16 x 64 GB,64 GB 4Rx4 PC4-3200AA-L,1 x 1 TB SATA SSD,xfs,SUSE Linux Enterprise Server 15 SP2 ,SUSE,1 x 1 GbE NIC,2 x 1600W,1U,None,Mar-21,Jul-20,Apr-21,Apr-21,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Jul-21,Jul-21,"http://www.spec.org/jbb2015/results/res2021q3/jbb2015-20210701-00688.html""<A HREF=""""/jbb2015/results/res2021q3/jbb2015-20210701-00688.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS700A-E11-RS12U,420774,165211,"Oracle Java SE 16.0.1 Java HotSpot 64-bit Server VM, version 16.0.1",Oracle,1,128,2,64,2,256,AMD EPYC 7763,2450,"64 Core, 2.45 GHz, 256 MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB(I) + 32 KB(D) per core,512 KB (I+D) per core,256 MB (I+D) per chip,1024,16 x 64 GB,64 GB 4Rx4 PC4-3200AA-L,1 x 1 TB SATA SSD,xfs,SUSE Linux Enterprise Server 15 SP2 ,SUSE,1 x 1 GbE NIC,2 x 1600W,1U,None,Mar-21,Jul-20,Apr-21,Apr-21,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Jul-21,Jul-21,"http://www.spec.org/jbb2015/results/res2021q3/jbb2015-20210701-00692.html""<A HREF=""""/jbb2015/results/res2021q3/jbb2015-20210701-00692.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS700A-E11-RS12U,388135,357221,"Oracle Java SE 17.0.1 Java HotSpot 64-bit Server VM, version 17.0.1",Oracle,1,128,2,64,2,256,AMD EPYC 7773X,2200,"64 Core, 2.20 GHz, 768 MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB(I) + 32 KB(D) per core,512 KB (I+D) per core,768 MB (I+D) per chip,1024,16 x 64 GB,64 GB 4Rx4 PC4-3200AA-L,1 x 1 TB SATA SSD,xfs,SUSE Linux Enterprise Server 15 SP2 ,SUSE,1 x 1 GbE NIC,2 x 1600W,1U,None,Mar-22,Jul-20,Oct-21,Oct-21,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Mar-22,Mar-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220222-00725.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220222-00725.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS700A-E11-RS12U,513161,179204,"Oracle Java SE 17.0.1 Java HotSpot 64-bit Server VM, version 17.0.1",Oracle,1,128,2,64,2,256,AMD EPYC 7773X,2200,"64 Core, 2.20 GHz, 768 MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB(I) + 32 KB(D) per core,512 KB (I+D) per core,768 MB (I+D) per chip,1024,16 x 64 GB,64 GB 4Rx4 PC4-3200AA-L,1 x 1 TB SATA SSD,xfs,SUSE Linux Enterprise Server 15 SP2 ,SUSE,1 x 1 GbE NIC,2 x 1600W,1U,None,Mar-22,Jul-20,Oct-21,Oct-21,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Mar-22,Mar-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220222-00726.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220222-00726.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS700A-E12-RS12U,664375,622315,"Oracle Java SE 19 Java HotSpot 64-bit Server VM, version 19",Oracle,1,192,2,96,2,384,AMD EPYC 9654,2400,"96 Core, 2.40 GHz, 384 MB L3 Cache (Max Boost Clock up to 3.70 GHz)",32 KB(I) + 32 KB(D) per core,1 MB (I+D) per core,384 MB (I+D) per chip,1536,24 x 64 GB,64 GB 2Rx4 PC5-4800B-R,1 x 1.6 TB PCIE NVME SSD,xfs,SUSE Linux Enterprise Server 15 SP4 ,SUSE,1 x 1 GbE NIC,2 x 1600W,1U,None,Nov-22,Jun-22,Sep-22,Sep-22,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Nov-22,Oct-22,"http://www.spec.org/jbb2015/results/res2022q4/jbb2015-20221019-00860.html""<A HREF=""""/jbb2015/results/res2022q4/jbb2015-20221019-00860.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS700A-E12-RS12U,815459,356204,"Oracle Java SE 19 Java HotSpot 64-bit Server VM, version 19",Oracle,1,192,2,96,2,384,AMD EPYC 9654,2400,"96 Core, 2.40 GHz, 384 MB L3 Cache (Max Boost Clock up to 3.70 GHz)",32 KB(I) + 32 KB(D) per core,1 MB (I+D) per core,384 MB (I+D) per chip,1536,24 x 64 GB,64 GB 2Rx4 PC5-4800B-R,1 x 1.6 TB PCIE NVME SSD,xfs,SUSE Linux Enterprise Server 15 SP4 ,SUSE,1 x 1 GbE NIC,2 x 1600W,1U,None,Nov-22,Jun-22,Sep-22,Sep-22,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Nov-22,Oct-22,"http://www.spec.org/jbb2015/results/res2022q4/jbb2015-20221019-00861.html""<A HREF=""""/jbb2015/results/res2022q4/jbb2015-20221019-00861.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS720-E10-RS12,286125,152057,"Oracle Java SE 17 Java HotSpot 64-bit Server VM, version 17",Oracle,1,80,2,40,2,160,Intel Xeon Platinum 8380,2300,"40 Core, 2.3 GHz, 60 MB L3 Cache (Turbo Boost Technology up to 3.4 GHz)",32 KB (I) + 48 KB (D) on chip per core,1.25 MB (I+D) per core,60 MB (I+D) on chip per chip,1024,16 x 64 GB,64 GB 2Rx4 PC4-3200AA-R,1 x 1 TB SATA SSD,xfs,SUSE Linux Enterprise Server 15 SP2 ,SUSE,1 x 4 ports Intel I350 GbE,2 x 1600,2U,None,Aug-21,Jul-20,Sep-21,Sep-21,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Oct-21,Oct-21,"http://www.spec.org/jbb2015/results/res2021q4/jbb2015-20211006-00706.html""<A HREF=""""/jbb2015/results/res2021q4/jbb2015-20211006-00706.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS720-E11-RS12U,505379,253829,"Oracle Java SE 17.0.5 Java HotSpot 64-bit Server VM, version 17.0.5",Oracle,1,120,2,60,2,240,Intel Xeon Platinum 8490H,1900,"60 Core, 1.90 GHz, 112.5 MB L3 Cache (Turbo Boost Technology up to 3.50 GHz)",32 KB (I) + 48 KB (D) on chip per core,2 MB (I+D) per core,112.5 MB (I+D) on chip per chip,1024,16 x 64 GB,64 GB 2Rx4 PC5-4800B-R,1 x 1.6 TB PCIE NVMe SSD,xfs,SUSE Linux Enterprise Server 15 SP4 ,SUSE,1 x 2 ports Intel X710 10GbE,2 x 1600,2U,None,Jan-23,Jun-22,Oct-22,Oct-22,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Feb-23,Feb-23,"http://www.spec.org/jbb2015/results/res2023q1/jbb2015-20230119-01006.html""<A HREF=""""/jbb2015/results/res2023q1/jbb2015-20230119-01006.html"""">HTML</A>""",,
JBB2015MULTI,ASUSTeK Computer Inc.,RS720-E11-RS12U,458295,368979,"Oracle Java SE 17.0.5 Java HotSpot 64-bit Server VM, version 17.0.5",Oracle,1,120,2,60,2,240,Intel Xeon Platinum 8490H,1900,"60 Core, 1.90 GHz, 112.5 MB L3 Cache (Turbo Boost Technology up to 3.50 GHz)",32 KB (I) + 48 KB (D) on chip per core,2 MB (I+D) per core,112.5 MB (I+D) on chip per chip,1024,16 x 64 GB,64 GB 2Rx4 PC5-4800B-R,1 x 1.6 TB PCIE NVMe SSD,xfs,SUSE Linux Enterprise Server 15 SP4 ,SUSE,1 x 2 ports Intel X710 10GbE,2 x 1600,2U,None,Jan-23,Jun-22,Oct-22,Oct-22,9016,ASUSTeK Computer Inc.,ASUSTeK Computer Inc.,,Feb-23,Feb-23,"http://www.spec.org/jbb2015/results/res2023q1/jbb2015-20230119-01007.html""<A HREF=""""/jbb2015/results/res2023q1/jbb2015-20230119-01007.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C125 M5 Rack Server Node,77234,44545,"Oracle Java SE 10.0.2 Java HotSpot 64-bit Server VM, version 10.0.2",Oracle,1,32,1,32,2,64,AMD EPYC 7601,2200,"32 Core, 2.20 GHz, 8MB L3 cache per 4 core (Turbo Boost Technology up to 3.20 GHz)",64KB(I)+32KB(D) on chip per core,512KB (I+D)on chip per core,8MB L3 cache per 4 core,512,8 x 64GB,64 GB 4DRx4 PC4-2666V-L,1x 1.2TB 10K RPM HDD SAS,XFS,SUSE Linux Enterprise Server 12 SP3 ,SUSE,1x 10 Gbit Qlogic NIC,1 x 2400W,1U Rack,Cisco UCS C4200 Series Rack Server Chassis,Aug-18,Mar-18,Jul-18,Jul-18,9019,Cisco Systems,Cisco Systems,,Sep-18,Sep-18,"http://www.spec.org/jbb2015/results/res2018q3/jbb2015-20180912-00327.html""<A HREF=""""/jbb2015/results/res2018q3/jbb2015-20180912-00327.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C220 M4,97551,28318,"Oracle Java SE 8u60 Java HotSpot 64-bit Server VM, version 1.8.0_60",Oracle Corporation,1,36,2,18,2,72,Intel Xeon E5-2699 v3,2300,"18-Core, 2.30GHz (Turbo Boost Technology up to 3.60 GHz)",32 KB(I)+32 KB(D)on chip per core,256 KB (I+D) per core,45MB (I+D) on chip per chip,256,16 x 16GB,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),1x 300GB SSD,EXT3,Red Hat Enterprise Linux ,Red Hat,2 X 1 Gbit NIC,2 x 770W,1U,None,Dec-14,Nov-13,Aug-15,Sep-15,9019,Cisco Systems,Cisco Systems,,Nov-15,Oct-15,"http://www.spec.org/jbb2015/results/res2015q4/jbb2015-20151027-00030.html""<A HREF=""""/jbb2015/results/res2015q4/jbb2015-20151027-00030.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C220 M4,92463,31654,"Oracle Java SE 8u60 Java HotSpot 64-bit Server VM, version 1.8.0_60",Oracle Corporation,1,36,2,18,2,72,Intel Xeon E5-2699 v3,2300,"18-Core, 2.30GHz (Turbo Boost Technology up to 3.60 GHz)",32 KB(I)+32 KB(D)on chip per core,256 KB (I+D) per core,45MB (I+D) on chip per chip,256,16 x 16GB,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),1x 300GB SSD,EXT3,Red Hat Enterprise Linux ,Red Hat,2 X 1 Gbit NIC,2 x 770W,1U,None,Dec-14,Nov-13,Aug-15,Sep-15,9019,Cisco Systems,Cisco Systems,,Sep-15,Sep-15,"http://www.spec.org/jbb2015/results/res2015q3/jbb2015-20150908-00018.html""<A HREF=""""/jbb2015/results/res2015q3/jbb2015-20150908-00018.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C220 M4,94667,71951,"Oracle Java SE 8u74 Java HotSpot 64-bit Server VM, version 1.8.0_74",Oracle Corporation,1,44,2,22,2,88,Intel Xeon E5-2699 v4,2200,"22Cores, 2.20 GHz, 55MB L3 Cache (Turbo Boost Technology up to 3.60 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,55MB (I+D) on chip per chip,1024,16 x 64 GB,64 GB 4DRx4 PC4-2400T-LD1,1x 400GB SSD SAS,ext4,Red Hat Enterprise Linux ,Red Hat,1x 1 Gbit NIC,2 x 770W,1U Rack,None,Apr-16,Jul-15,Feb-16,Apr-16,9019,Cisco Systems,Cisco Systems,,Apr-16,Apr-16,"http://www.spec.org/jbb2015/results/res2016q2/jbb2015-20160329-00068.html""<A HREF=""""/jbb2015/results/res2016q2/jbb2015-20160329-00068.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C220 M4,117931,39417,"Oracle Java SE 8u74 Java HotSpot 64-bit Server VM, version 1.8.0_74",Oracle Corporation,1,44,2,22,2,88,Intel Xeon E5-2699 v4,2200,"22Cores, 2.20 GHz, 55MB L3 Cache (Turbo Boost Technology up to 3.60 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,55MB (I+D) on chip per chip,256,16 x 16 GB,16 GB 2Rx4 PC4-2400T-R,1x 400GB SSD SAS,ext4,Red Hat Enterprise Linux ,Red Hat,1x 1 Gbit NIC,2 x 770W,1U Rack,None,Apr-16,Jul-15,Feb-16,Apr-16,9019,Cisco Systems,Cisco Systems,,Apr-16,Mar-16,"http://www.spec.org/jbb2015/results/res2016q2/jbb2015-20160330-00069.html""<A HREF=""""/jbb2015/results/res2016q2/jbb2015-20160330-00069.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C225 M6,186968,175561,"Oracle Java SE 17.0.2 Java HotSpot 64-Bit Server VM,version 17.0.2",Oracle Corporation,1,64,1,64,2,128,AMD EPYC 7773X,2200,"64-Core, 2.2GHz, 768MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB I+32 KB D per core,512 KB I+D per core,768 MB I+D per chip,1024,8 x 128 GB 4Rx4,128 GB 4Rx4 PC4-3200V-L,1 x 960 GB M.2 SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP3 ,SUSE,2x 10 Gbit NIC,2 x 2300W,1U Rack,None,Mar-22,Jun-21,Jan-22,Jun-21,9019,Cisco Systems,Cisco Systems,,Mar-22,Feb-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220223-00770.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220223-00770.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C225 M6,244090,111575,"Oracle Java SE 17.0.2 Java HotSpot 64-Bit Server VM,version 17.0.2",Oracle Corporation,1,64,1,64,2,128,AMD EPYC 7773X,2200,"64-Core, 2.2GHz, 768MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB I+32 KB D per core,512 KB I+D per core,768 MB I+D per chip,1024,8 x 128 GB 4Rx4,128 GB 4Rx4 PC4-3200V-L,1 x 960 GB M.2 SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP3 ,SUSE,2x 10 Gbit NIC,2 x 2300W,1U Rack,None,Mar-22,Jun-21,Jan-22,Jun-21,9019,Cisco Systems,Cisco Systems,,Mar-22,Feb-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220224-00773.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220224-00773.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C240 M5,131141,91701,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,56,2,28,2,112,Intel Xeon Platinum 8280,2700,"28Cores, 2.70 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,1536,24 x 64GB,1536 GB(24 X 64GB 2Rx4 PC4-2933V),1x 400GB SSD SAS,NTFS,Windows Server 2019 Datacenter ,Microsoft,2 x 10 Gbit NIC,2 x 1600W,2U Rack,None,Apr-19,,Jan-19,Jan-19,9019,Cisco Systems,Cisco Systems,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00400.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00400.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C240 M5,171642,56027,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,56,2,28,2,112,Intel Xeon Platinum 8280,2700,"28Cores, 2.70 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,768,24 x 32GB,768 GB(24 X 32GB 2Rx4 PC4-2933V),1x 400GB SSD SAS,NTFS,Windows Server 2019 Datacenter ,Microsoft,2 x 10 Gbit NIC,2 x 1600W,2U Rack,None,Apr-19,,Jan-19,Jan-19,9019,Cisco Systems,Cisco Systems,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00404.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00404.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C240 M5,149875,126579,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,56,2,28,2,112,Intel Xeon Platinum 8280,2700,"28Cores, 2.70 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,1536,24 x 64GB,1536 GB(24 X 64GB 2Rx4 PC4-2933V),1x 400GB SSD SAS,xfs,Red Hat Enterprise Linux 7.6 ,Red Hat,1 x 10 Gbit NIC,2 x 1600W,2U Rack,None,Apr-19,Oct-18,Jan-19,Jan-19,9019,Cisco Systems,Cisco Systems,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00436.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00436.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C240 M5,181507,68157,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,56,2,28,2,112,Intel Xeon Platinum 8280,2700,"28Cores, 2.70 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,768,24 x 32GB,768 GB(24 X 32GB 2Rx4 PC4-2933V),1x 400GB SSD SAS,xfs,SUSE Linux Enterprise Server 15 ,SUSE,1 x 10 Gbit NIC,2 x 1600W,2U Rack,None,Apr-19,Jul-18,Jan-19,Jan-19,9019,Cisco Systems,Cisco Systems,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00438.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00438.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C240 M5,179534,58094,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle Corporation,1,56,2,28,2,112,Intel Xeon Platinum 8180,2500,"28Cores, 2.50 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,384,24 x 16GB,384 GB(24 X 16GB 2Rx4 PC4-2666V),1x 400GB SSD SAS,ext4,SUSE Linux Enterprise Server 12 SP2 ,SUSE,1x 1 Gbit NIC,2 x 1600W,2U Rack,None,Jul-17,Nov-16,Apr-17,Apr-17,9019,Cisco Systems,Cisco Systems,,Jul-17,Jul-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170622-00196.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170622-00196.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C240 M5,141360,118551,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle Corporation,1,56,2,28,2,112,Intel Xeon Platinum 8180,2500,"28Cores, 2.50 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,384,24 x 64GB,1536 GB(24 X 64GB 4DRx4 PC4-2666V),1x 400GB SSD SAS,ext4,Red Hat Enterprise Linux Server 7.3 ,RedHat,1x 1 Gbit NIC,2 x 1600W,2U Rack,None,Jul-17,Nov-16,Apr-17,Apr-17,9019,Cisco Systems,Cisco Systems,,Jul-17,Jul-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170622-00197.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170622-00197.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C245 M6,327501,307324,"Oracle Java SE 16.0.1 Java HotSpot 64-Bit Server VM,version 16.0.1",Oracle Corporation,1,128,2,64,2,256,AMD EPYC 7763,2450,"64-Core, 2.45GHz, 256MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB I+32 KB D per core,512 KB I+D per core,256 MB I+D per chip,2048,16 x 128 GB 4Rx4,128 GB 4Rx4 PC4-3200V-L,1 x 960 GB M.2 SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP2 ,SUSE,2x 10 Gbit NIC,2 x 2300W,2U Rack,None,Jun-21,Jul-20,Apr-21,Apr-21,9019,Cisco Systems,Cisco Systems,,Jun-21,Jun-21,"http://www.spec.org/jbb2015/results/res2021q2/jbb2015-20210602-00663.html""<A HREF=""""/jbb2015/results/res2021q2/jbb2015-20210602-00663.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C245 M6,411627,194793,"Oracle Java SE 16.0.1 Java HotSpot 64-Bit Server VM,version 16.0.1",Oracle Corporation,1,128,2,64,2,256,AMD EPYC 7763,2450,"64-Core, 2.45GHz, 256MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB I+32 KB D per core,512 KB I+D per core,256 MB I+D per chip,2048,16 x 128 GB 4Rx4,128 GB 4Rx4 PC4-3200V-L,1 x 960 GB M.2 SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP2 ,SUSE,2x 10 Gbit NIC,2 x 2300W,2U Rack,None,Jun-21,Jul-20,Apr-21,Apr-21,9019,Cisco Systems,Cisco Systems,,Jun-21,Jun-21,"http://www.spec.org/jbb2015/results/res2021q2/jbb2015-20210603-00669.html""<A HREF=""""/jbb2015/results/res2021q2/jbb2015-20210603-00669.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C245 M6,211379,102326,"Oracle Java SE 16.0.1 Java HotSpot 64-Bit Server VM,version 16.0.1",Oracle Corporation,1,64,1,64,2,128,AMD EPYC 7763,2450,"64-Core, 2.45GHz, 256MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB I+32 KB D per core,512 KB I+D per core,256 MB I+D per chip,1024,8 x 128 GB 4Rx4,128 GB 4Rx4 PC4-3200V-L,1 x 960 GB M.2 SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP2 ,SUSE,2x 10 Gbit NIC,2 x 2300W,2U Rack,None,Jun-21,Jul-20,Apr-21,Apr-21,9019,Cisco Systems,Cisco Systems,,Jun-21,Jun-21,"http://www.spec.org/jbb2015/results/res2021q2/jbb2015-20210603-00670.html""<A HREF=""""/jbb2015/results/res2021q2/jbb2015-20210603-00670.html"""">HTML</A>""",,
