Benchmark,Company,System,"Max-jOPS	","Critical-jOPS	",JVM,JVM Vendor  ,# of nodes,# cores,# chips,# cores per chip,# of threads per core ,Total # of threads ,Processor,CPU Speed,CPU Characteristics ,Primary Cache,Secondary Cache,Tertiary Cache,Memory (GB),DIMMS ,Memory Details,"Disk 	","File System 	",Operating System,OS Vendor,"NICs	","PSU	","Form factor	","Enclosure	",Hardware Availability,OS Availability,JVM Availability,SW Availability,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosure URL,Disclosures
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL380 Gen10,141360,117883,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle,1,56,2,28,2,112,Intel Xeon Platinum 8180,2500,"28 Core, 2.50 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 3.8 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,1536,24 x 64 GB,64 GB 4Rx4 PC4-2666V-L,1 x 480 GB SSD SATA,XFS,Red Hat Enterprise Linux Server 7.3 ,RedHat,HPE Ethernet 10Gb 2-port,2 x 800,2U Rack,None,Jul-17,Nov-16,Apr-17,Apr-17,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Jul-17,Jun-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170621-00168.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170621-00168.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL380 Gen9,120674,39615,"Oracle Java SE 8u74 Java HotSpot 64-bit Server VM, version 1.8.0_74",Oracle,1,44,2,22,2,88,Intel Xeon E5-2699 v4,2200,"22 Core, 2.2 GHz, 55 MB L3 Cache (Turbo Boost Technology up to 3.6 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,55 MB I+D on chip per chip,256,16 x 16384 MB,16 GB 2Rx4 PC4-2400T-R,2 x 400 GB,XFS,Red Hat Enterprise Linux Server 7.2 ,RedHat,HPE Ethernet 1 Gb 4-Port,2 x 800,2U Rack,None,,,,,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-16,Mar-16,"http://www.spec.org/jbb2015/results/res2016q1/jbb2015-20160315-00055.html""<A HREF=""""/jbb2015/results/res2016q1/jbb2015-20160315-00055.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10,307449,239476,OpenJDK 12.0.1 OpenJDK 64-Bit Server VM version 12.0.1,OpenJDK (openjdk.java.net),1,128,2,64,2,256,AMD EPYC 7702,2000,"64 Core, 2.0 GHz, 256 MB L3 cache (Turbo Boost Technology up to 3.35 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,256 MB L3 cache per chip,1024,16 x 64 GB,64 GB 4Rx4 PC4-2933Y-L,1 x 400 GB SSD SAS,XFS,SUSE Linux Enterprise Server 15 SP1 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 800,2U Rack,None,Aug-19,Jun-19,Apr-19,Jun-19,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Aug-19,Aug-19,"http://www.spec.org/jbb2015/results/res2019q3/jbb2015-20190717-00470.html""<A HREF=""""/jbb2015/results/res2019q3/jbb2015-20190717-00470.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10,328007,125514,OpenJDK 12.0.1 OpenJDK 64-Bit Server VM version 12.0.1,OpenJDK (openjdk.java.net),1,128,2,64,2,256,AMD EPYC 7702,2000,"64 Core, 2.0 GHz, 256 MB L3 cache (Turbo Boost Technology up to 3.35 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,256 MB L3 cache per chip,1024,16 x 64 GB,64 GB 4Rx4 PC4-2933Y-L,1 x 400 GB SSD SAS,XFS,SUSE Linux Enterprise Server 15 SP1 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 800,2U Rack,None,Aug-19,Jun-19,Apr-19,Jun-19,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Aug-19,Aug-19,"http://www.spec.org/jbb2015/results/res2019q3/jbb2015-20190717-00471.html""<A HREF=""""/jbb2015/results/res2019q3/jbb2015-20190717-00471.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10,125650,61602,"Oracle Java SE 8u144 Java HotSpot 64-bit Server VM, version 1.8.0_144",Oracle,1,64,2,32,2,128,AMD Epyc 7601,2200,"32 Core, 2.20 GHz, 8MB L3 cache per 4 core (Turbo Boost Technology up to 3.2 GHz)",64 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,64 MB I+D on chip per chip,1024,16 x 64 GB,64G 4Rx4 PC4-2666V-L,1 x 800 GB SSD SAS,XFS,SUSE Linux Enterprise Server 12 SP3 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 800,2U Rack,None,Nov-17,Sep-17,Jul-17,Sep-17,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-17,Nov-17,"http://www.spec.org/jbb2015/results/res2017q4/jbb2015-20171025-00264.html""<A HREF=""""/jbb2015/results/res2017q4/jbb2015-20171025-00264.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10,146327,5464,"Oracle Java SE 8u144 Java HotSpot 64-bit Server VM, version 1.8.0_144",Oracle,1,64,2,32,2,128,AMD Epyc 7601,2200,"32 Core, 2.20 GHz, 8MB L3 cache per 4 core (Turbo Boost Technology up to 3.2 GHz)",64 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,64 MB I+D on chip per chip,1024,16 x 64 GB,64G 4Rx4 PC4-2666V-L,1 x 800 GB SSD SAS,XFS,SUSE Linux Enterprise Server 12 SP3 ,SUSE,HPE Ethernet 1Gb 4-port,2 x 800,2U Rack,None,Nov-17,Sep-17,Jul-17,Sep-17,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-17,Oct-17,"http://www.spec.org/jbb2015/results/res2017q4/jbb2015-20171025-00265.html""<A HREF=""""/jbb2015/results/res2017q4/jbb2015-20171025-00265.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10,120879,77717,"Oracle Java SE 8u152 Java HotSpot 64-bit Server VM, version 1.8.0_152",Oracle,1,64,2,32,2,128,AMD EPYC 7601,2200,"32 Core, 2.20 GHz, 8MB L3 cache per 4 core (Turbo Boost Technology up to 3.2 GHz)",64 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,8MB L3 cache per 4 core,1024,16 x 64 GB,64G 4Rx4 PC4-2666V-L,1 x 800 GB SSD SAS,XFS,SUSE Linux Enterprise Server 12 SP3 ,SUSE,HPE Ethernet 1Gb 4-port,2 x 800,2U Rack,None,Nov-17,Sep-17,Oct-17,Oct-17,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Feb-18,Feb-18,"http://www.spec.org/jbb2015/results/res2018q1/jbb2015-20180131-00278.html""<A HREF=""""/jbb2015/results/res2018q1/jbb2015-20180131-00278.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10,150278,45677,"Oracle Java SE 8u152 Java HotSpot 64-bit Server VM, version 1.8.0_152",Oracle,1,64,2,32,2,128,AMD EPYC 7601,2200,"32 Core, 2.20 GHz, 8MB L3 cache per 4 core (Turbo Boost Technology up to 3.2 GHz)",64 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,8MB L3 cache per 4 core,1024,16 x 64 GB,64G 4Rx4 PC4-2666V-L,1 x 800 GB SSD SAS,XFS,SUSE Linux Enterprise Server 12 SP3 ,SUSE,HPE Ethernet 1Gb 4-port,2 x 800,2U Rack,None,Nov-17,Sep-17,Oct-17,Oct-17,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Feb-18,Feb-18,"http://www.spec.org/jbb2015/results/res2018q1/jbb2015-20180131-00281.html""<A HREF=""""/jbb2015/results/res2018q1/jbb2015-20180131-00281.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10 Plus,296054,175936,"Oracle Java SE 13 Java HotSpot 64-bit Server VM, version 13",Oracle,1,128,2,64,2,256,AMD EPYC 7742,2250,"64 Core, 2.25 GHz, 256 MB L3 Cache(Turbo Boost Technology up to 3.4 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,256 MB (I+D) on chip per chip,1024,32 x 32 GB,32 GB 2Rx4 PC4-3200AA-R,2 x 800 GB SSD SAS,NTFS,Windows Server 2019 Standard ,Microsoft,HPE Ethernet 10Gb 2-port,2 x 800,2U Rack,None,Nov-19,Jul-19,Sep-19,Sep-19,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-19,Oct-19,"http://www.spec.org/jbb2015/results/res2019q4/jbb2015-20191023-00498.html""<A HREF=""""/jbb2015/results/res2019q4/jbb2015-20191023-00498.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10 Plus,319609,83535,"Oracle Java SE 13 Java HotSpot 64-bit Server VM, version 13",Oracle,1,128,2,64,2,256,AMD EPYC 7742,2250,"64 Core, 2.25 GHz, 256 MB L3 Cache(Turbo Boost Technology up to 3.4 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,256 MB (I+D) on chip per chip,1024,32 x 32 GB,32 GB 2Rx4 PC4-3200AA-R,2 x 800 GB SSD SAS,NTFS,Windows Server 2019 Standard ,Microsoft,HPE Ethernet 10Gb 2-port,2 x 800,2U Rack,None,Nov-19,Jul-19,Sep-19,Sep-19,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-19,Oct-19,"http://www.spec.org/jbb2015/results/res2019q4/jbb2015-20191023-00499.html""<A HREF=""""/jbb2015/results/res2019q4/jbb2015-20191023-00499.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10 Plus v2,407053,148625,"Oracle Java SE 15.0.2 Java HotSpot 64-bit Server VM, version 15.0.2",Oracle,1,128,2,64,2,256,AMD EPYC 7763,2450,"64 Core, 2.45 GHz, 256 MB L3 Cache(Max Boost Clock up to 3.50 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,256 MB (I+D) on chip per chipp,2048,16 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,3 x 800 GB SSD SAS,XFS,SUSE Linux Enterprise Server 15 SP2 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 800,2U Rack,None,Apr-21,Jul-20,Jan-21,Jan-21,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-21,Mar-21,"http://www.spec.org/jbb2015/results/res2021q1/jbb2015-20210224-00606.html""<A HREF=""""/jbb2015/results/res2021q1/jbb2015-20210224-00606.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10 Plus v2,488179,164621,"Oracle Java SE 17.0.2 Java HotSpot 64-bit Server VM, version 17.0.2",Oracle,1,128,2,64,2,256,AMD EPYC 7773X,2200,"64 Core, 2.2 GHz, 768 MB L3 Cache(Max. Boost Clock Up to 3.5 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,768 MB (I+D) on chip per chip,2048,16 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,3 x 800 GB SSD SAS,XFS,SUSE Linux Enterprise Server 15 SP2 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 1600,2U Rack,None,Mar-22,Jul-20,Jan-22,Jan-22,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-22,Feb-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220223-00743.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220223-00743.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen10 Plus v2,369201,345033,"Oracle Java SE 17.0.2 Java HotSpot 64-bit Server VM, version 17.0.2",Oracle,1,128,2,64,2,256,AMD EPYC 7773X,2200,"64 Core, 2.2 GHz, 768 MB L3 Cache(Max. Boost Clock Up to 3.5 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,768 MB (I+D) on chip per chip,2048,16 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,3 x 800 GB SSD SAS,XFS,SUSE Linux Enterprise Server 15 SP2 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 1600,2U Rack,None,Mar-22,Jul-20,Jan-22,Jan-22,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-22,Feb-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220223-00746.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220223-00746.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL385 Gen11,621787,597953,"Oracle Java SE 18.0.2.1 Java HotSpot 64-bit Server VM, version 18.0.2.1",Oracle,1,192,2,96,2,384,AMD EPYC 9654,2400,"96 Core, 2.4 GHz, 384 MB L3 Cache(Max. Boost Clock Up to 3.7 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,384 MB (I+D) on chip per chip,1536,24 x 64 GB,"64 GB 2Rx4 PC5-38400R , running at 4800 MHz",1 x 3.2 TB NVMe SSD,XFS,SUSE Linux Enterprise Server 15 SP4 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 1600,2U Rack,None,Nov-22,Jul-22,Aug-22,Aug-22,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-22,Oct-22,"http://www.spec.org/jbb2015/results/res2022q4/jbb2015-20221020-00912.html""<A HREF=""""/jbb2015/results/res2022q4/jbb2015-20221020-00912.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL560 Gen10,373935,27054,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle,1,112,4,28,2,224,Intel Xeon Platinum 8280L,2700,"28 Core, 2.7 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,768,48 x 16 GB,16 GB 2Rx8 PC4-2933Y-R,2 x 400 GB SSD SATA,XFS,SUSE Linux Enterprise Server 15 ,SUSE,HPE Ethernet 1Gb 4-port,4 x 1600,2U Rack,None,Apr-19,Jul-18,Jan-19,Jan-19,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190313-00368.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190313-00368.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL560 Gen10,378668,27699,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle,1,112,4,28,2,224,Intel Xeon Platinum 8280L,2700,"28 Core, 2.7 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,384,48 x 8 GB,8 GB 2Rx8 PC4-2666V-R,2 x 400 GB SSD SATA,XFS,SUSE Linux Enterprise Server 15 ,SUSE,HP Ethernet 1Gb 4-port,4 x 1600,2U Rack,None,Apr-19,Jul-18,Jan-19,Jan-19,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190313-00371.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190313-00371.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL560 Gen10,339338,102352,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28 Core, 2.50 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 3.8 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,384,48 x 8 GB,8 GB 2Rx8 PC4-2666V-R,1 x 800 GB SSD SAS,XFS,SUSE Linux Enterprise Server 12 SP2 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 1600,2U Rack,None,Jul-17,Nov-16,Apr-17,Apr-17,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Jul-17,Jun-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170621-00176.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170621-00176.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL580 Gen10,347230,60679,"Oracle Java SE 8u144 Java HotSpot 64-bit Server VM, version 1.8.0_144",Oracle,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28 Core, 2.50 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 3.8 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,384,48 x 8 GB,8 GB 2Rx8 PC4-2666V-R,2 x 800 GB SSD SAS,XFS,SUSE Linux Enterprise Server 12 SP3 ,SUSE,HPE Ethernet 10Gb 2-port,4 x 1600,4U Rack,None,Sep-17,Sep-17,Jul-17,Sep-17,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Oct-17,Oct-17,"http://www.spec.org/jbb2015/results/res2017q4/jbb2015-20171011-00239.html""<A HREF=""""/jbb2015/results/res2017q4/jbb2015-20171011-00239.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL580 Gen9,189334,117045,"Oracle Java SE 8u92 Java HotSpot 64-bit Server VM, version 1.8.0_92",Oracle,1,96,4,24,2,192,Intel Xeon E7-8890 v4,2200,"24 Core, 2.20 GHz, 60 MB L3 Cache (Turbo Boost Technology up to 3.4 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,60 MB I+D on chip per chip,2048,64 x 32768 MB,"32 GB 2Rx4 PC4-2400T-R, running at 1600MHz",1 x 400 GB SSD SAS,XFS,SUSE Linux Enterprise Server 12 SP1 ,SUSE,HP Ethernet 1Gb 4-port,4 x 1500,4U Rack,None,May-16,Dec-15,Apr-16,Apr-16,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Jun-16,May-16,"http://www.spec.org/jbb2015/results/res2016q2/jbb2015-20160510-00080.html""<A HREF=""""/jbb2015/results/res2016q2/jbb2015-20160510-00080.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant DL580 Gen9,219406,72271,"Oracle Java SE 8u92 Java HotSpot 64-bit Server VM, version 1.8.0_92",Oracle,1,96,4,24,2,192,Intel Xeon E7-8890 v4,2200,"24 Core, 2.20 GHz, 60 MB L3 Cache (Turbo Boost Technology up to 3.4 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,60 MB I+D on chip per chip,512,32 x 16384 MB,"16 GB 2Rx4 PC4-2400T-R, running at 1600MHz",1 x 400 GB SSD SAS,XFS,SUSE Linux Enterprise Server 12 SP1 ,SUSE,HP Ethernet 1Gb 4-port,4 x 1500,4U Rack,None,May-16,Dec-15,Apr-16,Apr-16,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Jun-16,May-16,"http://www.spec.org/jbb2015/results/res2016q2/jbb2015-20160510-00081.html""<A HREF=""""/jbb2015/results/res2016q2/jbb2015-20160510-00081.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant ML350 Gen10,141360,120771,"Oracle Java SE 8u144 Java HotSpot 64-bit Server VM, version 1.8.0_144",Oracle,1,56,2,28,2,112,Intel Xeon Platinum 8180,2500,"28 Core, 2.5 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 3.8 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,1536,24 x 64 GB,64 GB 4Rx4 PC4-2666V-L,1 x 480 GB SSD SATA,XFS,Red Hat Enterprise Linux Server release 7.4 (Maipo) ,RedHat,HPE Ethernet 1Gb 4-port,2 x 800,4U Tower,None,Sep-17,Aug-17,Jul-17,Sep-17,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Oct-17,Oct-17,"http://www.spec.org/jbb2015/results/res2017q4/jbb2015-20171011-00240.html""<A HREF=""""/jbb2015/results/res2017q4/jbb2015-20171011-00240.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,ProLiant ML350 Gen9,120674,38570,"Oracle Java SE 8u72 Java HotSpot 64-bit Server VM, version 1.8.0_72",Oracle,1,44,2,22,2,88,Intel Xeon E5-2699 v4,2200,"22 Core, 2.2 GHz, 55 MB L3 Cache (Turbo Boost Technology up to 3.6 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,55 MB I+D on chip per chipS,256,16 x 16384 MB,16 GB 2Rx4 PC4-2400T-R,1 x 500 GB,XFS,Red Hat Enterprise Linux Server 7.2 ,RedHat,HPE Ethernet 1 Gb 4-Port,2 x 500,5U Tower,None,,,,,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-16,Mar-16,"http://www.spec.org/jbb2015/results/res2016q1/jbb2015-20160315-00056.html""<A HREF=""""/jbb2015/results/res2016q1/jbb2015-20160315-00056.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,Superdome Flex 280,392868,197861,"OpenJDK 15 OpenJDK 64-bit Server VM, version 15",OpenJDK (openjdk.java.net),1,112,4,28,2,224,Intel Xeon Platinum 8380H CPU,2900,"28 Core, 2.9 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.3 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,3072,24 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,2 x 480 GB SSD SATA,XFS,Red Hat Enterprise Linux release 8.2 (Ootpa) ,RedHat,HPE Ethernet 10Gb 2-port,4 x 1600,5U Rack,None,Nov-20,Apr-20,Sep-20,Sep-20,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-20,Nov-20,"http://www.spec.org/jbb2015/results/res2020q4/jbb2015-20201020-00569.html""<A HREF=""""/jbb2015/results/res2020q4/jbb2015-20201020-00569.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,Superdome Flex 280,757336,413536,"OpenJDK 15 OpenJDK 64-bit Server VM, version 15",OpenJDK (openjdk.java.net),1,224,8,28,2,448,Intel Xeon Platinum 8380H CPU,2900,"28 Core, 2.9 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.3 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,6144,48 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,2 x 480 GB SSD SATA,XFS,Red Hat Enterprise Linux release 8.2 (Ootpa) ,RedHat,HPE Ethernet 10Gb 2-port,8 x 1600,2 x 5U Rack,None,Nov-20,Apr-20,Sep-20,Sep-20,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-20,Nov-20,"http://www.spec.org/jbb2015/results/res2020q4/jbb2015-20201020-00574.html""<A HREF=""""/jbb2015/results/res2020q4/jbb2015-20201020-00574.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,Superdome Flex 280,637526,557903,"OpenJDK 15 OpenJDK 64-bit Server VM, version 15",OpenJDK (openjdk.java.net),1,224,8,28,2,448,Intel Xeon Platinum 8380H CPU,2900,"28 Core, 2.9 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.3 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,6144,48 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,2 x 480 GB SSD SATA,XFS,Red Hat Enterprise Linux release 8.2 (Ootpa) ,RedHat,HPE Ethernet 10Gb 2-port,8 x 1600,2 x 5U Rack,None,Nov-20,Apr-20,Sep-20,Sep-20,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-20,Nov-20,"http://www.spec.org/jbb2015/results/res2020q4/jbb2015-20201020-00575.html""<A HREF=""""/jbb2015/results/res2020q4/jbb2015-20201020-00575.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,Superdome Flex 280,347369,307891,"OpenJDK 15 OpenJDK 64-bit Server VM, version 15",OpenJDK (openjdk.java.net),1,112,4,28,2,224,Intel Xeon Platinum 8380H CPU,2900,"28 Core, 2.9 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.3 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,3072,24 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,2 x 480 GB SSD SATA,XFS,Red Hat Enterprise Linux release 8.2 (Ootpa) ,RedHat,HPE Ethernet 10Gb 2-port,4 x 1600,5U Rack,None,Nov-20,Apr-20,Sep-20,Sep-20,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-20,Nov-20,"http://www.spec.org/jbb2015/results/res2020q4/jbb2015-20201021-00578.html""<A HREF=""""/jbb2015/results/res2020q4/jbb2015-20201021-00578.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,Superdome Flex 280,411801,206667,"OpenJDK 15.0.2 OpenJDK 64-bit Server VM, version 15.0.2",OpenJDK (openjdk.java.net),1,112,4,28,2,224,Intel Xeon Platinum 8380H CPU,2900,"28 Core, 2.9 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.3 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,3072,24 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,2 x 480 GB SSD SATA,XFS,Red Hat Enterprise Linux release 8.2 (Ootpa) ,RedHat,HPE Ethernet 10Gb 2-port,4 x 1600,5U Rack,None,Dec-20,Apr-20,Jan-21,Jan-21,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Feb-21,Feb-21,"http://www.spec.org/jbb2015/results/res2021q1/jbb2015-20210210-00596.html""<A HREF=""""/jbb2015/results/res2021q1/jbb2015-20210210-00596.html"""">HTML</A>""",,
JBB2015DIST,Hewlett Packard Enterprise,Superdome Flex 280,363716,318084,"OpenJDK 15.0.2 OpenJDK 64-bit Server VM, version 15.0.2",OpenJDK (openjdk.java.net),1,112,4,28,2,224,Intel Xeon Platinum 8380H CPU,2900,"28 Core, 2.9 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.3 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,3072,24 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,2 x 480 GB SSD SATA,XFS,Red Hat Enterprise Linux release 8.2 (Ootpa) ,RedHat,HPE Ethernet 10Gb 2-port,4 x 1600,5U Rack,None,Dec-20,Apr-20,Jan-21,Jan-21,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Feb-21,Feb-21,"http://www.spec.org/jbb2015/results/res2021q1/jbb2015-20210210-00597.html""<A HREF=""""/jbb2015/results/res2021q1/jbb2015-20210210-00597.html"""">HTML</A>""",,
